Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00       16     0.00     0.00  sc_core::sc_signal_in_if<pkt>** std::__copy_move_a2<false, sc_core::sc_signal_in_if<pkt>**, sc_core::sc_signal_in_if<pkt>**>(sc_core::sc_signal_in_if<pkt>**, sc_core::sc_signal_in_if<pkt>**, sc_core::sc_signal_in_if<pkt>**)
  0.00      0.00     0.00       16     0.00     0.00  sc_core::sc_signal_in_if<sc_dt::sc_int<4> >** std::__copy_move_a2<false, sc_core::sc_signal_in_if<sc_dt::sc_int<4> >**, sc_core::sc_signal_in_if<sc_dt::sc_int<4> >**>(sc_core::sc_signal_in_if<sc_dt::sc_int<4> >**, sc_core::sc_signal_in_if<sc_dt::sc_int<4> >**, sc_core::sc_signal_in_if<sc_dt::sc_int<4> >**)
  0.00      0.00     0.00       16     0.00     0.00  sc_core::sc_signal_inout_if<pkt>** std::__copy_move_a2<false, sc_core::sc_signal_inout_if<pkt>**, sc_core::sc_signal_inout_if<pkt>**>(sc_core::sc_signal_inout_if<pkt>**, sc_core::sc_signal_inout_if<pkt>**, sc_core::sc_signal_inout_if<pkt>**)
  0.00      0.00     0.00       16     0.00     0.00  sc_core::sc_signal_in_if<pkt>** std::uninitialized_copy<sc_core::sc_signal_in_if<pkt>**, sc_core::sc_signal_in_if<pkt>**>(sc_core::sc_signal_in_if<pkt>**, sc_core::sc_signal_in_if<pkt>**, sc_core::sc_signal_in_if<pkt>**)
  0.00      0.00     0.00       16     0.00     0.00  sc_core::sc_signal_in_if<sc_dt::sc_int<4> >** std::uninitialized_copy<sc_core::sc_signal_in_if<sc_dt::sc_int<4> >**, sc_core::sc_signal_in_if<sc_dt::sc_int<4> >**>(sc_core::sc_signal_in_if<sc_dt::sc_int<4> >**, sc_core::sc_signal_in_if<sc_dt::sc_int<4> >**, sc_core::sc_signal_in_if<sc_dt::sc_int<4> >**)
  0.00      0.00     0.00       16     0.00     0.00  sc_core::sc_signal_inout_if<pkt>** std::uninitialized_copy<sc_core::sc_signal_inout_if<pkt>**, sc_core::sc_signal_inout_if<pkt>**>(sc_core::sc_signal_inout_if<pkt>**, sc_core::sc_signal_inout_if<pkt>**, sc_core::sc_signal_inout_if<pkt>**)
  0.00      0.00     0.00       16     0.00     0.00  sc_core::sc_signal_in_if<pkt>** std::__uninitialized_copy_a<sc_core::sc_signal_in_if<pkt>**, sc_core::sc_signal_in_if<pkt>**, sc_core::sc_signal_in_if<pkt>*>(sc_core::sc_signal_in_if<pkt>**, sc_core::sc_signal_in_if<pkt>**, sc_core::sc_signal_in_if<pkt>**, std::allocator<sc_core::sc_signal_in_if<pkt>*>&)
  0.00      0.00     0.00       16     0.00     0.00  sc_core::sc_signal_in_if<sc_dt::sc_int<4> >** std::__uninitialized_copy_a<sc_core::sc_signal_in_if<sc_dt::sc_int<4> >**, sc_core::sc_signal_in_if<sc_dt::sc_int<4> >**, sc_core::sc_signal_in_if<sc_dt::sc_int<4> >*>(sc_core::sc_signal_in_if<sc_dt::sc_int<4> >**, sc_core::sc_signal_in_if<sc_dt::sc_int<4> >**, sc_core::sc_signal_in_if<sc_dt::sc_int<4> >**, std::allocator<sc_core::sc_signal_in_if<sc_dt::sc_int<4> >*>&)
  0.00      0.00     0.00       16     0.00     0.00  sc_core::sc_signal_inout_if<pkt>** std::__uninitialized_copy_a<sc_core::sc_signal_inout_if<pkt>**, sc_core::sc_signal_inout_if<pkt>**, sc_core::sc_signal_inout_if<pkt>*>(sc_core::sc_signal_inout_if<pkt>**, sc_core::sc_signal_inout_if<pkt>**, sc_core::sc_signal_inout_if<pkt>**, std::allocator<sc_core::sc_signal_inout_if<pkt>*>&)
  0.00      0.00     0.00       16     0.00     0.00  sc_core::sc_signal_in_if<pkt>** std::__uninitialized_move_a<sc_core::sc_signal_in_if<pkt>**, sc_core::sc_signal_in_if<pkt>**, std::allocator<sc_core::sc_signal_in_if<pkt>*> >(sc_core::sc_signal_in_if<pkt>**, sc_core::sc_signal_in_if<pkt>**, sc_core::sc_signal_in_if<pkt>**, std::allocator<sc_core::sc_signal_in_if<pkt>*>&)
